Site,SKU,Device,Color,RAM,Storage,isDefault
HK_EN,SM-F9760ZVOTGY,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,O
HK_EN,SM-F9760ZVPTGY,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
HK_EN,SM-F9760ZWITGY,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
HK_EN,SM-F9760ZWOTGY,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
HK_EN,SM-L340NZEATGY,Galaxy Watch9,Cream,,BLUETOOTH,O
HK_EN,SM-L340NZKATGY,Galaxy Watch9,Graphite,,BLUETOOTH,
HK_EN,SM-L345FZEATGY,Galaxy Watch9,Cream,,LTE,O
HK_EN,SM-L345FZKATGY,Galaxy Watch9,Graphite,,LTE,
HK_EN,SM-L350NZKATGY,Galaxy Watch9,Graphite,,BLUETOOTH,
HK_EN,SM-L350NZSATGY,Galaxy Watch9,Silver,,BLUETOOTH,O
HK_EN,SM-L355FZKATGY,Galaxy Watch9,Graphite,,LTE,
HK_EN,SM-L355FZSATGY,Galaxy Watch9,Silver,,LTE,O
HK_EN,SM-L715FZKATGY,Galaxy Watch Ultra2,Titanium Gray,,LTE,
HK_EN,SM-L715FZSATGY,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
HU,SM-F776BLGGEUE,Galaxy Z Flip8,Mint,12GB,256GB,O
HU,SM-F776BLIGEUE,Galaxy Z Flip8,Pink,12GB,256GB,O
HU,SM-F776BLIHEUE,Galaxy Z Flip8,Pink,12GB,512GB,
HU,SM-F776BZKGEUE,Galaxy Z Flip8,Graphite,12GB,256GB,
HU,SM-F776BZKHEUE,Galaxy Z Flip8,Graphite,12GB,512GB,
HU,SM-F776BZWGEUE,Galaxy Z Flip8,Cream,12GB,256GB,
HU,SM-F971BLVBEUE,Galaxy Z Fold8,Lavender,12GB,256GB,O
HU,SM-F971BLVCEUE,Galaxy Z Fold8,Lavender,12GB,512GB,
HU,SM-F971BZGBEUE,Galaxy Z Fold8,Pistachio,12GB,256GB,O
HU,SM-F971BZGCEUE,Galaxy Z Fold8,Pistachio,12GB,512GB,
HU,SM-F971BZKBEUE,Galaxy Z Fold8,Graphite,12GB,256GB,
HU,SM-F971BZKCEUE,Galaxy Z Fold8,Graphite,12GB,512GB,
HU,SM-F971BZKNEUE,Galaxy Z Fold8,Graphite,16GB,1TB,
HU,SM-F971BZWBEUE,Galaxy Z Fold8,Cream,12GB,256GB,
HU,SM-F976BDGBEUE,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,O
HU,SM-F976BDGCEUE,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,
HU,SM-F976BZKBEUE,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
HU,SM-F976BZKCEUE,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
HU,SM-F976BZKNEUE,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
HU,SM-F976BZVBEUE,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,O
HU,SM-F976BZVCEUE,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,
HU,SM-F976BZWBEUE,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
HU,SM-L340NZEAEUE,Galaxy Watch9,Cream,,BLUETOOTH,O
HU,SM-L340NZKAEUE,Galaxy Watch9,Graphite,,BLUETOOTH,
HU,SM-L345FZEAEUE,Galaxy Watch9,Cream,,LTE,O
HU,SM-L345FZKAEUE,Galaxy Watch9,Graphite,,LTE,
HU,SM-L350NZKAEUE,Galaxy Watch9,Graphite,,BLUETOOTH,O
HU,SM-L350NZSAEUE,Galaxy Watch9,Silver,,BLUETOOTH,
HU,SM-L355FZKAEUE,Galaxy Watch9,Graphite,,LTE,O
HU,SM-L355FZSAEUE,Galaxy Watch9,Silver,,LTE,
HU,SM-L715FZKAEUE,Galaxy Watch Ultra2,Titanium Gray,,LTE,
HU,SM-L715FZSAEUE,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
ID,SM-F776BLGAXID,Galaxy Z Flip8,Mint,12GB,256GB,
ID,SM-F776BLGEXID,Galaxy Z Flip8,Mint,12GB,512GB,O
ID,SM-F776BLIAXID,Galaxy Z Flip8,Pink,12GB,256GB,
ID,SM-F776BLIEXID,Galaxy Z Flip8,Pink,12GB,512GB,O
ID,SM-F776BZKAXID,Galaxy Z Flip8,Graphite,12GB,256GB,
ID,SM-F776BZKEXID,Galaxy Z Flip8,Graphite,12GB,512GB,
ID,SM-F776BZWAXID,Galaxy Z Flip8,Cream,12GB,256GB,
ID,SM-F776BZWEXID,Galaxy Z Flip8,Cream,12GB,512GB,
ID,SM-F971BLVDXID,Galaxy Z Fold8,Lavender,12GB,256GB,
ID,SM-F971BLVGXID,Galaxy Z Fold8,Lavender,12GB,512GB,O
ID,SM-F971BLVHXID,Galaxy Z Fold8,Lavender,16GB,1TB,
ID,SM-F971BZGDXID,Galaxy Z Fold8,Pistachio,12GB,256GB,
ID,SM-F971BZGGXID,Galaxy Z Fold8,Pistachio,12GB,512GB,O
ID,SM-F971BZGHXID,Galaxy Z Fold8,Pistachio,16GB,1TB,
ID,SM-F971BZKDXID,Galaxy Z Fold8,Graphite,12GB,256GB,
ID,SM-F971BZKGXID,Galaxy Z Fold8,Graphite,12GB,512GB,
ID,SM-F971BZKHXID,Galaxy Z Fold8,Graphite,16GB,1TB,
ID,SM-F971BZWDXID,Galaxy Z Fold8,Cream,12GB,256GB,
ID,SM-F971BZWGXID,Galaxy Z Fold8,Cream,12GB,512GB,
ID,SM-F971BZWHXID,Galaxy Z Fold8,Cream,16GB,1TB,
ID,SM-F976BDGDXID,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,
ID,SM-F976BDGGXID,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,O
ID,SM-F976BDGHXID,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
ID,SM-F976BZKDXID,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
ID,SM-F976BZKGXID,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
ID,SM-F976BZKHXID,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
ID,SM-F976BZVDXID,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,
ID,SM-F976BZVGXID,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,O
ID,SM-F976BZVHXID,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
ID,SM-F976BZWDXID,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
ID,SM-F976BZWGXID,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
ID,SM-F976BZWHXID,Galaxy Z Fold8 Ultra,Cream,16GB,1TB,
ID,SM-L340NZEAXSE,Galaxy Watch9,Cream,,BLUETOOTH,O
ID,SM-L340NZKAXSE,Galaxy Watch9,Graphite,,BLUETOOTH,
ID,SM-L350NZKAXSE,Galaxy Watch9,Graphite,,BLUETOOTH,O
ID,SM-L350NZSAXSE,Galaxy Watch9,Silver,,BLUETOOTH,
ID,SM-L710NZKAXSE,Galaxy Watch Ultra2,Titanium Gray,,BLUETOOTH,
ID,SM-L710NZSAXSE,Galaxy Watch Ultra2,Titanium Silver,,BLUETOOTH,O
IL,SM-F776BLGGMEC,Galaxy Z Flip8,Mint,12GB,256GB,
IL,SM-F776BLGHMEC,Galaxy Z Flip8,Mint,12GB,512GB,O
IL,SM-F776BLIGMEC,Galaxy Z Flip8,Pink,12GB,256GB,
IL,SM-F776BLIHMEC,Galaxy Z Flip8,Pink,12GB,512GB,O
IL,SM-F776BZKGMEC,Galaxy Z Flip8,Graphite,12GB,256GB,
IL,SM-F776BZKHMEC,Galaxy Z Flip8,Graphite,12GB,512GB,
IL,SM-F776BZWGMEC,Galaxy Z Flip8,Cream,12GB,256GB,
IL,SM-F776BZWHMEC,Galaxy Z Flip8,Cream,12GB,512GB,
IL,SM-F971BLVBMEC,Galaxy Z Fold8,Lavender,12GB,256GB,
IL,SM-F971BLVCMEC,Galaxy Z Fold8,Lavender,12GB,512GB,O
IL,SM-F971BLVNMEC,Galaxy Z Fold8,Lavender,16GB,1TB,
IL,SM-F971BZGBMEC,Galaxy Z Fold8,Pistachio,12GB,256GB,
IL,SM-F971BZGCMEC,Galaxy Z Fold8,Pistachio,12GB,512GB,O
IL,SM-F971BZGNMEC,Galaxy Z Fold8,Pistachio,16GB,1TB,
IL,SM-F971BZKBMEC,Galaxy Z Fold8,Graphite,12GB,256GB,
IL,SM-F971BZKCMEC,Galaxy Z Fold8,Graphite,12GB,512GB,
IL,SM-F971BZKNMEC,Galaxy Z Fold8,Graphite,16GB,1TB,
IL,SM-F971BZWBMEC,Galaxy Z Fold8,Cream,12GB,256GB,
IL,SM-F971BZWCMEC,Galaxy Z Fold8,Cream,12GB,512GB,
IL,SM-F971BZWNMEC,Galaxy Z Fold8,Cream,16GB,1TB,
IL,SM-F976BDGBMEC,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,
IL,SM-F976BDGCMEC,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,O
IL,SM-F976BDGNMEC,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
IL,SM-F976BZKBMEC,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
IL,SM-F976BZKCMEC,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
IL,SM-F976BZKNMEC,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
IL,SM-F976BZVBMEC,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,
IL,SM-F976BZVCMEC,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,O
IL,SM-F976BZVNMEC,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
IL,SM-F976BZWBMEC,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
IL,SM-F976BZWCMEC,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
IL,SM-F976BZWNMEC,Galaxy Z Fold8 Ultra,Cream,16GB,1TB,
IL,SM-L340NZEAILO,Galaxy Watch9,Cream,,BLUETOOTH,O
IL,SM-L340NZKAILO,Galaxy Watch9,Graphite,,BLUETOOTH,
IL,SM-L345FZEAILO,Galaxy Watch9,Cream,,LTE,O
IL,SM-L345FZKAILO,Galaxy Watch9,Graphite,,LTE,
IL,SM-L350NZKAILO,Galaxy Watch9,Graphite,,BLUETOOTH,O
IL,SM-L350NZSAILO,Galaxy Watch9,Silver,,BLUETOOTH,
IL,SM-L355FZKAILO,Galaxy Watch9,Graphite,,LTE,O
IL,SM-L355FZSAILO,Galaxy Watch9,Silver,,LTE,
IL,SM-L715FZKAILO,Galaxy Watch Ultra2,Titanium Gray,,LTE,
IL,SM-L715FZSAILO,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
IN,SM-F776BLGAINS,Galaxy Z Flip8,Mint,12GB,256GB,O
IN,SM-F776BLGEINS,Galaxy Z Flip8,Mint,12GB,512GB,
IN,SM-F776BLIAINS,Galaxy Z Flip8,Pink,12GB,256GB,O
IN,SM-F776BLIEINS,Galaxy Z Flip8,Pink,12GB,512GB,
IN,SM-F776BZKAINS,Galaxy Z Flip8,Graphite,12GB,256GB,
IN,SM-F776BZKEINS,Galaxy Z Flip8,Graphite,12GB,512GB,
IN,SM-F776BZWAINS,Galaxy Z Flip8,Cream,12GB,256GB,
IN,SM-F776BZWEINS,Galaxy Z Flip8,Cream,12GB,512GB,
IN,SM-F971BLVDINS,Galaxy Z Fold8,Lavender,12GB,256GB,O
IN,SM-F971BLVGINS,Galaxy Z Fold8,Lavender,12GB,512GB,
IN,SM-F971BLVHINS,Galaxy Z Fold8,Lavender,16GB,1TB,
IN,SM-F971BZGDINS,Galaxy Z Fold8,Pistachio,12GB,256GB,O
IN,SM-F971BZGGINS,Galaxy Z Fold8,Pistachio,12GB,512GB,
IN,SM-F971BZKDINS,Galaxy Z Fold8,Graphite,12GB,256GB,
IN,SM-F971BZKGINS,Galaxy Z Fold8,Graphite,12GB,512GB,
IN,SM-F971BZWDINS,Galaxy Z Fold8,Cream,12GB,256GB,
IN,SM-F971BZWGINS,Galaxy Z Fold8,Cream,12GB,512GB,
IN,SM-F976BDGDINS,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,O
IN,SM-F976BDGGINS,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,
IN,SM-F976BDGHINS,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
IN,SM-F976BZKDINS,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
IN,SM-F976BZKGINS,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
IN,SM-F976BZVDINS,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,O
IN,SM-F976BZVGINS,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,
IN,SM-F976BZVHINS,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
IN,SM-F976BZWDINS,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
IN,SM-F976BZWGINS,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
IN,SM-L340NZEAINS,Galaxy Watch9,Cream,,BLUETOOTH,O
IN,SM-L340NZKAINS,Galaxy Watch9,Graphite,,BLUETOOTH,
IN,SM-L345FZEAINS,Galaxy Watch9,Cream,,LTE,O
IN,SM-L345FZKAINS,Galaxy Watch9,Graphite,,LTE,
IN,SM-L350NZKAINS,Galaxy Watch9,Graphite,,BLUETOOTH,O
IN,SM-L350NZSAINS,Galaxy Watch9,Silver,,BLUETOOTH,
IN,SM-L355FZKAINS,Galaxy Watch9,Graphite,,LTE,O
IN,SM-L355FZSAINS,Galaxy Watch9,Silver,,LTE,
IN,SM-L715FZKAINS,Galaxy Watch Ultra2,Titanium Gray,,LTE,
IN,SM-L715FZSAINS,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
IT,SM-F776BLGGEUE,Galaxy Z Flip8,Mint,12GB,256GB,O
IT,SM-F776BLGHEUE,Galaxy Z Flip8,Mint,12GB,512GB,
IT,SM-F776BLIGEUE,Galaxy Z Flip8,Pink,12GB,256GB,O
IT,SM-F776BLIHEUE,Galaxy Z Flip8,Pink,12GB,512GB,
IT,SM-F776BZKGEUE,Galaxy Z Flip8,Graphite,12GB,256GB,
IT,SM-F776BZKHEUE,Galaxy Z Flip8,Graphite,12GB,512GB,
IT,SM-F776BZWGEUE,Galaxy Z Flip8,Cream,12GB,256GB,
IT,SM-F776BZWHEUE,Galaxy Z Flip8,Cream,12GB,512GB,
IT,SM-F971BLVBEUE,Galaxy Z Fold8,Lavender,12GB,256GB,O
IT,SM-F971BLVCEUE,Galaxy Z Fold8,Lavender,12GB,512GB,
IT,SM-F971BLVNEUE,Galaxy Z Fold8,Lavender,16GB,1TB,
IT,SM-F971BZGBEUE,Galaxy Z Fold8,Pistachio,12GB,256GB,O
IT,SM-F971BZGCEUE,Galaxy Z Fold8,Pistachio,12GB,512GB,
IT,SM-F971BZGNEUE,Galaxy Z Fold8,Pistachio,16GB,1TB,
IT,SM-F971BZKBEUE,Galaxy Z Fold8,Graphite,12GB,256GB,
IT,SM-F971BZKCEUE,Galaxy Z Fold8,Graphite,12GB,512GB,
IT,SM-F971BZKNEUE,Galaxy Z Fold8,Graphite,16GB,1TB,
IT,SM-F971BZWBEUE,Galaxy Z Fold8,Cream,12GB,256GB,
IT,SM-F971BZWCEUE,Galaxy Z Fold8,Cream,12GB,512GB,
IT,SM-F971BZWNEUE,Galaxy Z Fold8,Cream,16GB,1TB,
IT,SM-F976BDGBEUE,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,O
IT,SM-F976BDGCEUE,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,
IT,SM-F976BDGNEUE,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
IT,SM-F976BZKBEUE,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
IT,SM-F976BZKCEUE,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
IT,SM-F976BZKNEUE,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
IT,SM-F976BZVBEUE,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,O
IT,SM-F976BZVCEUE,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,
IT,SM-F976BZVNEUE,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
IT,SM-F976BZWBEUE,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
IT,SM-F976BZWCEUE,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
IT,SM-F976BZWNEUE,Galaxy Z Fold8 Ultra,Cream,16GB,1TB,
IT,SM-L340NZEAITV,Galaxy Watch9,Cream,,BLUETOOTH,O
IT,SM-L340NZEDWEU,Galaxy Watch9,Cream,,BLUETOOTH,O
IT,SM-L340NZKAITV,Galaxy Watch9,Graphite,,BLUETOOTH,
IT,SM-L340NZKDWEU,Galaxy Watch9,Graphite,,BLUETOOTH,
IT,SM-L345FZEAITV,Galaxy Watch9,Cream,,LTE,O
IT,SM-L345FZKAITV,Galaxy Watch9,Graphite,,LTE,
IT,SM-L350NZKAITV,Galaxy Watch9,Graphite,,BLUETOOTH,O
IT,SM-L350NZKDWEU,Galaxy Watch9,Graphite,,BLUETOOTH,O
IT,SM-L350NZSAITV,Galaxy Watch9,Silver,,BLUETOOTH,
IT,SM-L350NZSDWEU,Galaxy Watch9,Silver,,BLUETOOTH,
IT,SM-L355FZKAITV,Galaxy Watch9,Graphite,,LTE,O
IT,SM-L355FZSAITV,Galaxy Watch9,Silver,,LTE,
IT,SM-L715FZKAITV,Galaxy Watch Ultra2,Titanium Gray,,LTE,
IT,SM-L715FZSAITV,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
JP,SM-F776QLGASJP,Galaxy Z Flip8,Mint,12GB,256GB,O
JP,SM-F776QLGESJP,Galaxy Z Flip8,Mint,12GB,512GB,
JP,SM-F776QLIASJP,Galaxy Z Flip8,Pink,12GB,256GB,O
JP,SM-F776QLIESJP,Galaxy Z Flip8,Pink,12GB,512GB,
JP,SM-F776QZKASJP,Galaxy Z Flip8,Graphite,12GB,256GB,
JP,SM-F776QZKESJP,Galaxy Z Flip8,Graphite,12GB,512GB,
JP,SM-F776QZWASJP,Galaxy Z Flip8,Cream,12GB,256GB,
JP,SM-F971QLVASJP,Galaxy Z Fold8,Lavender,12GB,256GB,O
JP,SM-F971QLVESJP,Galaxy Z Fold8,Lavender,12GB,512GB,
JP,SM-F971QLVFSJP,Galaxy Z Fold8,Lavender,16GB,1TB,
JP,SM-F971QZGASJP,Galaxy Z Fold8,Pistachio,12GB,256GB,O
JP,SM-F971QZGESJP,Galaxy Z Fold8,Pistachio,12GB,512GB,
JP,SM-F971QZGFSJP,Galaxy Z Fold8,Pistachio,16GB,1TB,
JP,SM-F971QZKASJP,Galaxy Z Fold8,Graphite,12GB,256GB,
JP,SM-F971QZKESJP,Galaxy Z Fold8,Graphite,12GB,512GB,
JP,SM-F971QZKFSJP,Galaxy Z Fold8,Graphite,16GB,1TB,
JP,SM-F971QZWASJP,Galaxy Z Fold8,Cream,12GB,256GB,
JP,SM-F976QDGASJP,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,O
JP,SM-F976QDGESJP,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,
JP,SM-F976QDGFSJP,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
JP,SM-F976QZKASJP,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
JP,SM-F976QZKESJP,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
JP,SM-F976QZKFSJP,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
JP,SM-F976QZVASJP,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,O
JP,SM-F976QZVESJP,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,
JP,SM-F976QZVFSJP,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
JP,SM-F976QZWASJP,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
JP,SM-L340NZEJXJP,Galaxy Watch9,Cream,,BLUETOOTH,O
JP,SM-L340NZKJXJP,Galaxy Watch9,Graphite,,BLUETOOTH,
JP,SM-L345FZEJSJP,Galaxy Watch9,Cream,,LTE,O
JP,SM-L345FZKJSJP,Galaxy Watch9,Graphite,,LTE,
JP,SM-L350NZKJXJP,Galaxy Watch9,Graphite,,BLUETOOTH,O
JP,SM-L350NZSJXJP,Galaxy Watch9,Silver,,BLUETOOTH,
JP,SM-L355FZKJSJP,Galaxy Watch9,Graphite,,LTE,O
JP,SM-L355FZSJSJP,Galaxy Watch9,Silver,,LTE,
JP,SM-L715FZKJSJP,Galaxy Watch Ultra2,Titanium Gray,,LTE,
JP,SM-L715FZSJSJP,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
MX,SM-F776BLGJLTM,Galaxy Z Flip8,Mint,12GB,256GB,
MX,SM-F776BLGKLTM,Galaxy Z Flip8,Mint,12GB,512GB,O
MX,SM-F776BLIJLTM,Galaxy Z Flip8,Pink,12GB,256GB,
MX,SM-F776BLIKLTM,Galaxy Z Flip8,Pink,12GB,512GB,O
MX,SM-F776BZKJLTM,Galaxy Z Flip8,Graphite,12GB,256GB,
MX,SM-F776BZKKLTM,Galaxy Z Flip8,Graphite,12GB,512GB,
MX,SM-F776BZWJLTM,Galaxy Z Flip8,Cream,12GB,256GB,
MX,SM-F776BZWKLTM,Galaxy Z Flip8,Cream,12GB,512GB,
MX,SM-F971BLVLLTM,Galaxy Z Fold8,Lavender,12GB,256GB,
MX,SM-F971BLVMLTM,Galaxy Z Fold8,Lavender,12GB,512GB,O
MX,SM-F971BLVVLTM,Galaxy Z Fold8,Lavender,16GB,1TB,
MX,SM-F971BZGLLTM,Galaxy Z Fold8,Pistachio,12GB,256GB,
MX,SM-F971BZGMLTM,Galaxy Z Fold8,Pistachio,12GB,512GB,O
MX,SM-F971BZGVLTM,Galaxy Z Fold8,Pistachio,16GB,1TB,
MX,SM-F971BZKLLTM,Galaxy Z Fold8,Graphite,12GB,256GB,
MX,SM-F971BZKMLTM,Galaxy Z Fold8,Graphite,12GB,512GB,
MX,SM-F971BZKVLTM,Galaxy Z Fold8,Graphite,16GB,1TB,
MX,SM-F971BZWLLTM,Galaxy Z Fold8,Cream,12GB,256GB,
MX,SM-F971BZWMLTM,Galaxy Z Fold8,Cream,12GB,512GB,
MX,SM-F971BZWVLTM,Galaxy Z Fold8,Cream,16GB,1TB,
MX,SM-F976BDGLLTM,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,
MX,SM-F976BDGMLTM,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,O
MX,SM-F976BDGVLTM,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
MX,SM-F976BZKLLTM,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
MX,SM-F976BZKMLTM,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
MX,SM-F976BZKVLTM,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
MX,SM-F976BZVLLTM,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,
MX,SM-F976BZVMLTM,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,O
MX,SM-F976BZVVLTM,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
MX,SM-F976BZWLLTM,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
MX,SM-F976BZWMLTM,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
MX,SM-F976BZWVLTM,Galaxy Z Fold8 Ultra,Cream,16GB,1TB,
MX,SM-L340NZEAMXO,Galaxy Watch9,Cream,,BLUETOOTH,O
MX,SM-L340NZKAMXO,Galaxy Watch9,Graphite,,BLUETOOTH,
MX,SM-L350NZKAMXO,Galaxy Watch9,Graphite,,BLUETOOTH,O
MX,SM-L350NZSAMXO,Galaxy Watch9,Silver,,BLUETOOTH,
MX,SM-L715FZKAMXO,Galaxy Watch Ultra2,Titanium Gray,,LTE,
MX,SM-L715FZSAMXO,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
MY,SM-F776BLGAXME,Galaxy Z Flip8,Mint,12GB,256GB,O
MY,SM-F776BLGEXME,Galaxy Z Flip8,Mint,12GB,512GB,
MY,SM-F776BLIAXME,Galaxy Z Flip8,Pink,12GB,256GB,O
MY,SM-F776BLIEXME,Galaxy Z Flip8,Pink,12GB,512GB,
MY,SM-F776BZKAXME,Galaxy Z Flip8,Graphite,12GB,256GB,
MY,SM-F776BZKEXME,Galaxy Z Flip8,Graphite,12GB,512GB,
MY,SM-F776BZWAXME,Galaxy Z Flip8,Cream,12GB,256GB,
MY,SM-F776BZWEXME,Galaxy Z Flip8,Cream,12GB,512GB,
MY,SM-F971BLVDXME,Galaxy Z Fold8,Lavender,12GB,256GB,O
MY,SM-F971BLVGXME,Galaxy Z Fold8,Lavender,12GB,512GB,
MY,SM-F971BLVHXME,Galaxy Z Fold8,Lavender,16GB,1TB,
MY,SM-F971BZGDXME,Galaxy Z Fold8,Pistachio,12GB,256GB,O
MY,SM-F971BZGGXME,Galaxy Z Fold8,Pistachio,12GB,512GB,
MY,SM-F971BZGHXME,Galaxy Z Fold8,Pistachio,16GB,1TB,
MY,SM-F971BZKDXME,Galaxy Z Fold8,Graphite,12GB,256GB,
MY,SM-F971BZKGXME,Galaxy Z Fold8,Graphite,12GB,512GB,
MY,SM-F971BZKHXME,Galaxy Z Fold8,Graphite,16GB,1TB,
MY,SM-F971BZWDXME,Galaxy Z Fold8,Cream,12GB,256GB,
MY,SM-F971BZWGXME,Galaxy Z Fold8,Cream,12GB,512GB,
MY,SM-F971BZWHXME,Galaxy Z Fold8,Cream,16GB,1TB,
MY,SM-F976BDGDXME,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,O
MY,SM-F976BDGGXME,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,
MY,SM-F976BDGHXME,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
MY,SM-F976BZKDXME,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
MY,SM-F976BZKGXME,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
MY,SM-F976BZKHXME,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
MY,SM-F976BZVDXME,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,O
MY,SM-F976BZVGXME,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,
MY,SM-F976BZVHXME,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
MY,SM-F976BZWDXME,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
MY,SM-F976BZWGXME,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
MY,SM-F976BZWHXME,Galaxy Z Fold8 Ultra,Cream,16GB,1TB,
MY,SM-L340NZEAXME,Galaxy Watch9,Cream,,BLUETOOTH,O
MY,SM-L340NZKAXME,Galaxy Watch9,Graphite,,BLUETOOTH,
MY,SM-L345FZEAXME,Galaxy Watch9,Cream,,LTE,O
MY,SM-L345FZKAXME,Galaxy Watch9,Graphite,,LTE,
MY,SM-L350NZKAXME,Galaxy Watch9,Graphite,,BLUETOOTH,O
MY,SM-L350NZSAXME,Galaxy Watch9,Silver,,BLUETOOTH,
MY,SM-L355FZKAXME,Galaxy Watch9,Graphite,,LTE,O
MY,SM-L355FZSAXME,Galaxy Watch9,Silver,,LTE,
